gene	p.value	FDR	summary.logFC	logFC.pre.ciliated	logFC.ciliated	logFC.secretory.mid	logFC.secretory.early	logFC.luminal.late	logFC.transcriptionally.active	logFC.luminal.early	logFC.MUC5B.	logFC.KRT5.	logFC.remodeling	logFC.cycling	logFC.hormone.responsive.early	logFC.hormone.responsive.late
S100A10	0.849719360389307	1	-0.04844049765956	NA	0.522442858359886	0.417679231207212	0.351083771958979	-0.04844049765956	1.42980988185042	0.0388043568059572	1.80645001544531	NA	1.07530823518985	0.418638861475043	0.749327394544803	0.742750988990538
COX7B	0.850094587846158	1	-0.822842892566045	NA	0.276428950965333	0.336095668169488	0.287806105239286	0.339534709478503	0.958412158696495	0.615315375754927	-0.822842892566045	NA	0.560743848770514	0.31663539422022	0.532631646626277	0.253784534167963
SLC25A43	0.850100548732725	1	-0.00644348043854259	NA	0.00608654065613912	0.00350837831897974	-0.0051282340040825	-0.00242529550947161	0.000149168256129329	0.00494405915455977	0	NA	0.00616389040666501	-0.0716458841669642	-0.0319277020363461	-0.00644348043854259
SMIM26	0.850104678868629	1	-0.204359740006411	NA	-0.0371503371801685	0.196834758181859	-0.11840480821395	0.0500431526537393	0.375054418785059	0.326631810693657	-0.482206293624108	NA	0.206842099699726	-0.187498077708201	-0.204359740006411	-0.0255582179589305
ROM1	0.850126908848	1	-0.0150628544808905	NA	-0.000911496181751459	0.00200666100959527	-0.0150628544808905	0.00264206220640357	0.00465017863546494	0.00435939269552612	0	NA	0.00410451007052927	-0.0307978217605275	-0.000836089351364391	-0.0107672604840492
ITGAM	0.850281340660672	1	-0.00193593601038883	NA	0.00193028293907533	0.00164562377928738	-0.00193593601038883	-0.000812523988956221	0.00180442814760609	0.00089225834634622	0	NA	0.00155853525040277	-0.0497757336803735	0.00040255359897155	-0.0075431561326155
FAM171B	0.850355493990625	1	-0.0107457305010211	NA	0.0435259529521716	0.00134673205239374	0.024009169991851	0.0583404192240815	0.0271202433042578	0.0625099361890649	0	NA	0.0437988968556491	0	0.0457966171498893	-0.0107457305010211
HSD17B7	0.850562557699468	1	-0.0482905827112145	NA	-0.00159222458327383	0.00273160050203172	-0.00176677253593355	0.00984290656459224	0.0140499115198533	0.0160605413969971	0	NA	0.0260724222410619	-0.0482905827112145	0.0179012157564462	0.0123602304750647
THBS2	0.850870480657263	1	-0.000845495836110791	NA	-0.00267306242343816	-0.000845495836110791	-0.00155186255894924	-0.0039930111845705	-0.00312855519564051	0.0133911546899052	0	NA	0.00283324195145043	0	0.0259379491013026	0
PNMA6A	0.850882225430761	1	-0.00999639351268139	NA	-2.98788054971805e-05	-0.000216844684273781	-0.00111429706723693	-0.000384511840295156	0	0	0	NA	0	0	-0.00167318306036583	-0.00999639351268139
DLD	0.851026142836002	1	-0.00828828376117988	NA	-0.000520586547481748	-0.00828828376117988	0.209891818484934	0.073425398474011	0.0653277031421844	0.0242958855388566	0.255279585729432	NA	0.0936298255234401	0.294274757693062	0.046464606515276	0.26526848341461
ECSIT	0.851092982521105	1	-0.00970435455815073	NA	0.00720936748878444	0.0136600291266004	0.0438328932150635	0.0136182707365729	0.0147340346732067	-0.00597319490369112	-0.269074782124114	NA	0.0127528770647359	-0.0055045788918646	-0.0684351673468126	-0.00970435455815073
PAK6	0.851101257069995	1	0.000502743111484215	NA	0.00996121702420688	0.00136450900771846	0.000502743111484215	0.0108145525262815	0.0100615179277616	0.0180519226072667	0	NA	0.0129074833912123	-0.015830139542794	-0.00180651438963529	-0.00855603744957532
CMKLR1	0.851349125820638	1	-0.000995770867579833	NA	0.000108291516737533	-0.000995770867579833	0	0	0.000101230890556265	5.00569153317187e-05	0	NA	8.7435962230426e-05	0	2.25838082688874e-05	0
HSPB9	0.851651885674246	1	-0.00739723271440057	NA	-0.00032735772337068	0.000434214174584127	0	-6.25836865859006e-05	-0.00739723271440057	0.000580657957224606	0	NA	0.00101425321317225	0	0.000261971156010385	0
HMGN1	0.851721281104977	1	-0.372267929964671	NA	0.189005152854481	0.238271121295005	-0.149528349882515	0.0445527054199677	0.65446159155941	-0.0471660725926889	-0.373230821276053	NA	0.480849313964245	-0.372267929964671	-0.110534007090466	-0.220039064550392
MYD88	0.851991349882738	1	-0.0131618207538083	NA	-0.00223657408750933	-0.000261414807006569	0.0686615203653756	-0.0244487702995838	-0.0131618207538083	-0.00958449891777043	0.262676976736016	NA	-0.0388142733228703	0.0126076180586307	0.00765632384188855	0.139788064409212
NCAM1	0.852059809449036	1	-0.194412799621962	NA	0.00223595247899102	0.00110511682798105	-0.111837221779807	-0.000151857018869929	0.00209517253814194	0.00103602639244611	0	NA	0.00180965934315657	-0.194412799621962	-0.00137517625460386	-0.0698705290369273
CDC42SE1	0.852564694959654	1	-0.0126390726579478	NA	0.165279218377333	0.0499873861191846	0.0723941540894176	-0.0126390726579478	0.139240890374878	-0.0776108341645329	0.4316004819787	NA	0.105445943937287	0.244606392337386	0.207216521880296	0.14342936753212
TFAP2E	0.852621186587066	1	-0.0896657307303154	NA	6.56466433371035e-05	-6.22550771425008e-05	-0.0896657307303154	-0.000144994269666376	0.000783297142229959	0.000387326818056485	0	NA	0.000676555732809177	0	0.00017474737583047	0
MYEOV	0.852715512015891	1	-0.000504634264123038	NA	0.000520420640048476	-0.000504634264123038	-0.000806942856489168	-0.00106250347177046	0.00315065486593029	0.00155794405242027	-0.252259029964894	NA	0.00272130906233088	-0.0499959356087335	-0.00938092903299781	-0.00295762152105297
FGR	0.852844465414419	1	-0.163257339979929	NA	0.00023870329281187	0.000156522724019643	-0.000336406531775395	-0.000123497307210257	0.00022313979560029	0.000110338749309852	0	NA	0.000192732106109132	-0.163257339979929	4.97807174599019e-05	0
PRELID3A	0.85290877100706	1	-0.0112467059379315	NA	-0.00112632738030272	-0.000157084947642711	-0.000376554934965122	-0.000168986842406957	-0.000264429012570688	0	0	NA	-0.0112467059379315	0	0	0
ZNF550	0.853102002129556	1	-0.00253357274744851	NA	-0.00253357274744851	0.00675724399666738	0.0597662821595977	0.0261352005360203	0.0100867367935402	0.0104171555311007	-0.013795196394682	NA	0.0221363414652546	0.109405536741185	0.0562681325975841	0.118104077480316
CNTN1	0.853178575866267	1	-0.00198863851894453	NA	-0.00198863851894453	-0.000143420300074463	0	-0.000214207786542609	-0.00667140430446981	0	0	NA	0	0	-0.00253499491927979	0
CARS2	0.853181515087922	1	-0.0733650495307164	NA	0.0148576110861782	3.67343930726656e-05	0.120675454533379	0.0411333333409775	0.00436429398656415	-0.0733650495307164	0.429945837709531	NA	-0.0122089926059146	0.114063782007452	0.0397556539463301	0.211603816763622
TRDC	0.853183656256442	1	-0.313444476481408	NA	0.000105573731122678	0.00228271851221545	-0.0025534276143463	-0.00261309217842031	0.00174012617460825	0.00257139855285796	0	NA	0.00449154138358571	-0.313444476481408	-0.0236518323456153	-0.263169872122545
SPC25	0.853226143301817	1	-0.0804366342205817	NA	-1.22765169968132e-05	-0.000108884352363735	0	-9.93297300242548e-05	-0.00513769626979518	0	0	NA	0	-0.0804366342205817	0	0
TEX14	0.853280937510549	1	-0.00078193642950143	NA	0.00133235345764894	-0.00078193642950143	0	-0.000263086381218471	0.00127968753602989	0.00063278323731135	0	NA	0.00110530205209315	0	0.000285488133108156	0
DOC2A	0.85345653705696	1	-0.000829804293026944	NA	0.000510475039851287	-0.000829804293026944	0	0	0.000621274784632066	0.000307209579222007	0	NA	0.000536612473774624	0	0.000138601473733223	0
ATP6V1E1	0.853559751138617	1	-0.0230679875651054	NA	0.0462820919033765	0.0156918486655724	0.149578860421757	-0.0230679875651054	0.15870314538994	0.0773353293677955	0.265697532500555	NA	0.133032299380896	0.25829455905063	0.12469956686174	0.251726956612871
SPNS1	0.853614384624314	1	0.00118908329139334	NA	0.000807469360249075	0.000386455950895182	0.00118908329139334	-0.000452297288245317	-0.00707250068329414	-0.048391214350953	0	NA	0.0102905283358028	0	0.00528407294241577	-0.0307243226046339
SEMA6C	0.853814233299639	1	-0.00687131253184296	NA	0.00200706954597429	7.13317860517777e-05	0.00406058567175772	0.0093518213326978	0.00201821170794424	0.0082685321475525	0	NA	0.00509799871813381	0	0.00314063060231616	-0.00687131253184296
MMP19	0.853814233299639	1	-0.00687131253184296	NA	0.00449841163279168	0.00069194940470268	-0.00156413294550479	-0.000517008960147611	-0.000468476523798716	0.00378905928998687	0	NA	0.00661846705440531	0	-0.00240342313967689	-0.00687131253184296
DNAJC9	0.853943836142173	1	-0.0975364807734291	NA	0.00494147708415322	0.0211382131661773	0.0418142513000833	0.0225393940321878	0.0553403882059757	-0.0628738883227671	0	NA	-0.0165616812591478	-0.0975364807734291	0.0561819542390469	0.0276059279009065
RIN1	0.854179013258712	1	-0.00309319205740637	NA	0.00174879195161145	-0.000267743923523634	-0.00309319205740637	-0.000618676061172541	0.00679344610029915	-0.0103548185789962	0	NA	0.00586769012280938	0	-0.00137607202365202	-0.0136498286881725
RHOH	0.854350417284543	1	-0.0089972062211885	NA	0.00276596543762037	0.0027645472054613	0.0944396991279558	0.0271380707036679	-0.0089972062211885	0.00113793108776785	0	NA	0.00198765942630611	0.0619269648211463	0.0463174421508638	0.10765023675865
MTHFD1L	0.8544433197481	1	-0.0124616118609264	NA	0.0383533058224747	-0.0124616118609264	-0.00421481594150157	0.0171565289025229	0.0299067333336006	-0.071353866939259	0.685225423438964	NA	0.0877938036054363	0.324301460852558	0.0701727797687968	0.306687019226276
SULT2B1	0.854452324542001	1	-0.00573084537749731	NA	0.0216130292539407	0.00424014137245398	0.00171307484032797	-0.0024296451853824	0.0219969375025193	0.0171683309740363	-0.252259029964894	NA	0.0180578120888047	0	-0.102573700508086	-0.00573084537749731
OCIAD1	0.854460423279858	1	-0.0777988435523088	NA	0.00675856868130596	0.0555760102669535	0.163613818222227	0.114149530417634	0.314746821273743	0.113547043852601	0.168895993012254	NA	0.28856893972312	-0.139179323716225	-0.0777988435523088	-0.0917024932372281
GDPD3	0.854575292535212	1	-0.0101152530528005	NA	0.00117501730205437	0.00156328045018601	0.00255574457250141	0.00643640378180188	0.00379352225994893	0.00933174950948825	0	NA	0.00519935563892421	-0.0354444464929917	-0.0171032576101658	-0.0101152530528005
SP140	0.854763088228157	1	-0.0568111673358311	NA	-0.00091677310026936	0.000844491443970017	-0.00248094524076272	-0.000172318258293653	0.000813163243030779	0.000402095085636274	0	NA	0.000702351922561546	-0.0568111673358311	0.000181410265888225	0
STAP1	0.854763088228157	1	-0.0568111673358311	NA	0.000511927250441521	0.000525597066415058	0	-4.09779217613405e-05	-0.00500001380956279	0.000236634408708667	0	NA	0.000413336640605173	-0.0568111673358311	-0.00173583202359752	0
NCR3	0.854763088228157	1	-0.0568111673358311	NA	0.00199322971234615	7.22691284577093e-05	0	-2.77917743699841e-05	0.00164883462093372	0.000932756331874841	0	NA	0.00162927433429604	-0.0568111673358311	-0.00287051509553474	-0.0453221510349817
KLRC2	0.854763088228157	1	-0.0568111673358311	NA	0.00136169362075312	-0.000616484127941526	0	0	0.00127291095412137	0.000629432335378457	0	NA	0.00109944892804624	-0.0568111673358311	-0.0103343631880507	-0.0453221510349817
POMC	0.854931517242331	1	-0.00682101635377626	NA	0.00436251416404327	0.00193149883214945	-0.0519094361803097	-0.000345000245791801	-0.00244461922224614	0.00209901049713753	0	NA	0.0036664065560726	0	-0.00100462153022097	-0.00682101635377626
FAM71E1	0.855007027728589	1	-0.00523320845641313	NA	-0.00277005011335782	0.00440805135062303	0.00296523284525218	0.00162573994579768	0.00502012200704951	0.0136736722264757	0	NA	0.0106243352493454	0	-0.0201514464275628	-0.00523320845641313
ULBP1	0.855048576262627	1	-0.00163150646453244	NA	-6.11602991087538e-05	-8.2237586693097e-05	-0.00163150646453244	-0.000475251891418115	0	0	0	NA	0	0	0	-0.00170478640852941
ATP6V0C	0.855163803555768	1	-0.00914512916203713	NA	0.019897597246779	0.0122864677217134	0.00875005771985531	0.0245009371887021	0.0236375429899941	0.0353569833464211	0	NA	0.0366703495987161	0	0.010628205023002	-0.00914512916203713
MMP11	0.855163803555768	1	-0.00914512916203713	NA	0.0140542860497306	0.013235660528711	-0.0439236573103333	0.00711803467890618	0.0157936580081199	0.0253282364969155	0	NA	0.00202176112890633	0	0.00880665771705358	-0.00914512916203713
HNRNPA1P48	0.855244715583056	1	-0.0662422682535192	NA	-0.00093713026573593	0.00440938432699766	-0.00511627193938162	-0.00642315285894506	0.00299903628256767	0.00273363345074977	0	NA	0.00649593305580603	-0.0662422682535192	-0.0671172765985196	0
PIGZ	0.855336201331561	1	0.0110484801220405	NA	0.01938519840946	0.0122698857538141	0.0454334799750248	0.0405516462740656	0.0269140682459598	0.0463350438771025	0	NA	0.038823775053134	0.032333131508014	0.0419420439340368	0.0110484801220405
FAM185A	0.855504565159265	1	-0.0116139480017952	NA	0.00720001121881799	0.000154120537650816	-0.00336734190912771	0.00869224499394929	0.00481339086247144	0.0147332686500638	0	NA	0.0132710832867659	0	0.0033737500903646	-0.0116139480017952
GATD3B	0.855598109803725	1	-0.00738725026291517	NA	0.0577728539697172	0.0413253764200005	0.00408203476262366	0.0143456989673018	0.0437936682778335	-0.0417069281172563	0	NA	0.0507808793128218	-0.015830139542794	0.0455713997766188	-0.00738725026291517
FOXS1	0.855601849679714	1	-0.000630235328145961	NA	-0.000402135589097216	-0.000630235328145961	0	-2.07083146332192e-05	0.000344729636824569	0.000170462811776515	0	NA	-0.0035262030405453	0	7.69064460449661e-05	0
C9orf85	0.855739035544142	1	-0.00752698951216982	NA	0.04374758249658	0.0243924275490215	0.0367338582292954	-0.00752698951216982	0.0335358546457319	-0.0483887436321277	0.262676976736016	NA	0.0300072260020676	0.0707323620544808	0.037230017255176	0.0963818339632631
SHISA9	0.85584567225584	1	-0.00173779495533444	NA	0.000832264303989155	-9.02847989784982e-06	-0.00173779495533444	-0.00123344704991842	0.000778000523117721	0.00038470773199502	0	NA	0.00067198089417937	0	0.000173565742142899	0
PNPLA3	0.855851190233154	1	-0.0030931089270948	NA	-0.0019981382082668	-0.000207904023821395	-0.0030931089270948	-0.000208849444640586	0	0	0	NA	0	0	0	0
COL4A3	0.855881876168225	1	-0.00121584953068697	NA	0.00108189361829179	-0.000496990450534261	-0.00121584953068697	-2.48768618098052e-05	0.00101135396166133	0.000500096950161092	0	NA	0.000873534810446641	0	0.000225625042283356	0
PCDHB10	0.855897630083179	1	-0.00387095200591603	NA	-0.00107497080287319	-0.00065228426740076	-0.00387095200591603	-0.000124371467879477	0.000521431738348736	0.000364763819077895	0	NA	0.000637144244637691	0	0.000164567794457411	0
HOXD8	0.855933713097738	1	-0.00271557763389592	NA	0.00399517559368563	0.00347644175344443	-0.00271557763389592	-0.000310211307151551	0.00444730390148079	0.00219911445634387	0	NA	0.00384126123775403	0	0.000992158204601524	0
C16orf95	0.855940944034775	1	-0.00146244547381201	NA	-0.000156353113901263	0.00215597670765198	-0.00146244547381201	0	0.00307574239434687	0.00152090113768609	0	NA	0.00265660505745685	-0.0354444464929917	-0.0210703917413016	0
HHEX	0.855963545003999	1	-0.00324883539136624	NA	-2.94395865515692e-05	-0.000317119337931277	-0.00324883539136624	-0.000557042816223269	0.000985989684868007	0.000487554756282162	0	NA	-0.0287532057184833	0	0.00021996647343316	0
ZNF559-ZNF177	0.856010660279667	1	-0.00204516644650235	NA	0.000296488411906531	0.000274477710558397	-0.00204516644650235	-2.54754426800617e-05	0.000277157314636708	0.000137049473299113	0	NA	0.000239388553842588	0	-0.00864017023134042	0
ASB9	0.856015010262138	1	-0.00393570645827506	NA	-0.00280295371885955	0.00126143888107919	-0.00393570645827506	-0.000175678480244321	0.00322823119075249	0.00159630419626602	0	NA	0.00278831391203493	-0.0823054250132281	0.000720192757951437	0
IHO1	0.856018561549383	1	-0.00327052151996484	NA	-0.00251306933851376	-0.000312397478045617	-0.00327052151996484	-5.70959196254317e-05	0.000252868780460884	0.000125039215441161	0	NA	0.000218409864974397	0	5.64130180396063e-05	0
NEGR1	0.856019445816081	1	-0.00202599593435094	NA	0.000889110376286562	0.00050773488092695	-0.00202599593435094	0	0.000848505273327388	0.000419571105144619	0	NA	0.000732877826356133	0	0.000189294792357033	0
CCDC116	0.856041670785755	1	-0.00372504396214375	NA	0	-6.41738327286305e-05	-0.00372504396214375	0	0	0	0	NA	0	0	0	0
TRHDE	0.856051078316727	1	-0.00204358902909299	NA	0.00070035951730772	0.000674816811113664	-0.00204358902909299	-0.00148028861848796	0.000659328361157436	0.000326026411196243	0	NA	0.000569480416173644	-0.015830139542794	0.000147090924645608	0
MNX1	0.856063416788583	1	-0.00205186709287633	NA	-0.000409046807467383	-0.000128917692963903	-0.00205186709287633	-1.62533641843333e-05	0	0	0	NA	-0.00909968033953189	0	0	0
H2AP	0.85606671506853	1	-0.00297529008854262	NA	0	-0.000217443155745179	-0.00297529008854262	-1.87280143476819e-05	0	0	0	NA	0	0	0	0
PRSS53	0.856077543482457	1	-0.00311265282071018	NA	0.00100155445605742	-0.000153707954074905	-0.00311265282071018	-6.89767971187151e-05	-0.00488981094070333	0.000462960794320428	0	NA	-0.0324672799934301	0	0.000208870597512013	0
HYAL1	0.856080444794874	1	-0.00208833463522833	NA	0.000735772637359961	0.000755507763737208	-0.00208833463522833	-0.000123204928944824	0.000488952617112463	0.000355611307383463	0	NA	0.00062115726938113	0	0.000160438523448279	0
HHIP	0.856103311568545	1	-0.00622690517712756	NA	-0.000534083246013946	0.000508941159566638	0	-0.00622690517712756	0.00067863149162169	0.00033557147359742	0	NA	0.000586153071890956	0	-0.00230126911527181	0
ZNF705E	0.856104228014072	1	-0.0052874145727739	NA	0	-4.66445199025815e-05	0	-0.0052874145727739	-0.00274516521122065	0	0	NA	0	0	0	0
GLT8D2	0.856117133184333	1	-0.00210403495255841	NA	-0.000475195409968581	-0.000145908442415019	-0.00210403495255841	-9.90154991531744e-05	0.000243498746268304	0.000120405896444797	0	NA	-0.00289603170759943	0	5.43226377760787e-05	0
CCER2	0.856121761971895	1	-0.00259343148777293	NA	-0.0025209950051637	0.000834300198099555	-0.00259343148777293	-4.33257822587957e-05	0.000533561171090856	0.000391650802729983	0	NA	0.000684108570575778	0	0.000176698196015389	0
PCDHGA6	0.856124054205966	1	-0.00211382759733774	NA	-0.00269706663606888	0.000384809842001781	-0.00211382759733774	-0.000635637070655238	0.00112082055260314	0.000554226276143665	0	NA	0.000968084178317332	0	0.00025004616994601	0
PCDHB5	0.856124071017232	1	-0.00136516111496683	NA	0.00140615246744803	0.00080259887622629	-0.00136516111496683	-9.8867323743577e-05	0.00138084017662013	0.000682801459395359	0	NA	0.00119267042763105	0	-0.00911197933192418	0
SLC39A2	0.856145597941495	1	-0.00423796863864954	NA	0.000300559000964978	0.000216759896416906	-0.00423796863864954	-0.0057597362327875	0.000301072914401517	0.000148875321574832	0	NA	0.000260045128789853	0	6.71669777519134e-05	-0.0165168464875031
PLEK	0.856151156036923	1	-0.00288115386614479	NA	0.00487353625661989	0.00371252095738032	-0.00288115386614479	-0.000156645440932126	-0.000332050344697916	0.00226089630219844	0	NA	0.00394917749877148	-0.0805735554409009	0.00102003186305673	0
SCGB1A1	0.85615171427705	1	-0.00407030461004465	NA	0	-3.86449666522003e-05	-0.00407030461004465	-4.16949084913151e-05	0	0	0	NA	0	0	-0.00236232306358758	0
SCAMP5	0.856157681294915	1	-0.00198815651562409	NA	0.000389665011123837	0.000235730470081959	-0.00198815651562409	-0.00112674360295119	0.00163474627989991	0.000808353612935075	0	NA	0.00141197625744696	0	0.000364698920958486	0
COQ8A	0.856172382646598	1	-0.00197307542163049	NA	-0.00197307542163049	0.000470407432286802	-0.000212496644210275	0	0.000441451613643972	0.000218290147659473	0	NA	0.000381294152457165	0	9.84843514439422e-05	0
TPCN2	0.856183367074844	1	-0.00214717802224739	NA	0.0064531411570458	0.00179166002836399	-0.00214717802224739	0.0152009638436726	0.00665237167348166	0.0204183051212601	0	NA	0.0128948067694013	0	0.00777477214643957	0
DIPK2B	0.856187652900027	1	-0.00245635426721763	NA	0.00227606370916515	0.00206544199298957	-0.00245635426721763	-0.000100018973370248	0.00380332822465863	0.00212977183059723	-0.269074782124114	NA	0.00372013832865021	0	0.000960873405001997	0
EYS	0.856196686984034	1	-0.00197833745768905	NA	-0.00222834475788461	0.00113097292631274	-0.00197833745768905	-0.0019933874631608	-0.00535637861327974	0.00101996169467586	0	NA	0.00178159863869298	0	0.000460168574142504	0
RHAG	0.856196760974411	1	-0.00208347150086168	NA	0.00211735741872821	0.000320529003405868	-0.00208347150086168	-0.00355760366617285	0.00199577081753349	0.000986873969850763	0	NA	0.00172380328636401	0	0.000445240630050228	0
GATA3	0.856207961334144	1	-0.00329601312265424	NA	0.00199854077609513	0.00117634942406521	-0.00329601312265424	-2.7941997783762e-05	-0.00253460326294484	0.00184103459922508	0	NA	0.00321579207619992	-0.122700881050893	-0.00101198665579817	-0.0453221510349817
PRF1	0.856265266768163	1	-0.187310357649463	NA	0.00499836654453846	0.00301305877843681	-0.000756736124982611	-0.000808080450115989	0.00151994073735771	0.00231045624306174	0	NA	0.00403574538032689	-0.187310357649463	-0.00224894841608351	-0.0698705290369273
DOK2	0.8562816456144	1	-0.326743737641206	NA	-0.000949463083540058	-0.000770531654360609	-0.00259384812999409	-0.000154973355413276	0.00326293178737188	0.00161346303797324	0	NA	0.00281828579155425	-0.326743737641206	0.000727934185657563	-0.0315417867370809
SERHL2	0.856288677162283	1	-0.00714968348657615	NA	0.000996871604728274	-0.000185004808568137	-0.0010223798741721	-0.000646041286962802	0.000931875398527131	0.000460796182543289	0	NA	0.000804886944107191	0	-0.00232710091365378	-0.00714968348657615
CHRNA6	0.856290268522308	1	-0.00531694554058928	NA	-0.000803522261382753	0.00020686400225092	0	-0.000186044368704551	-0.00156314769541876	0.000259807085095096	0	NA	0.000453813071161769	-0.0499959356087335	0.000117215241047189	-0.00531694554058928
CLEC19A	0.856324591594805	1	-0.00410525080306554	NA	-0.00410525080306554	-2.2607242567373e-05	-0.000220774707993608	-2.59806610696113e-05	-0.00341891901657318	0	0	NA	0	0	0	0
NABP2	0.856408977523261	1	-0.0578265795777042	NA	0.0229735527609402	0.0229377831800433	0.0487396435691065	-0.0102131108202086	0.0609203010751447	0.0153278684048196	-0.013795196394682	NA	0.0337368415024261	-0.0578265795777042	0.12726364164293	0.0268195645721146
FPGT-TNNI3K	0.856558352933022	1	-0.00478170527017529	NA	-0.00127001365781759	-2.47495272215207e-05	-0.000202385714491831	-0.00478170527017529	0	0	0	NA	0	0	0	0
GIMAP8	0.856755527719656	1	-0.0035727975620222	NA	-0.000804454695465906	-0.000190878241630312	-0.00156050027975616	-0.0035727975620222	0	0	0	NA	-0.0287302667288916	0	0	0
SFRP2	0.856811372058111	1	-0.0139572069711123	NA	0	-8.92236373009546e-05	-0.00216819846082377	0	0	0	0	NA	0	0	0	-0.0139572069711123
ZDHHC4	0.856816825379181	1	0.101697587724833	NA	0.0307781355463913	0.0648573595149759	0.114035156181844	0.0450252693782086	0.113579185190254	-0.0586239073668527	0	NA	0.0906861447658629	0.132905285786004	-0.0676692621946018	0.101697587724833
ERN2	0.857017931561821	1	-0.00754341033689968	NA	0.00271747877695932	0.000922079085210119	-0.00091790982755037	-0.000325641428438488	0.00258252819948167	0.00127701529358155	-0.269074782124114	NA	-0.000366994661509464	0	0.000576141545190424	-0.00754341033689968
LPAR5	0.857063137131646	1	-0.00495637831774448	NA	-1.97751364967802e-05	-7.27223789782799e-06	-0.00145281950069557	-0.00026062900727198	-0.000292736350238929	0	0	NA	0	0	0	-0.00495637831774448
ACOT1	0.857109080571689	1	0.000529876366597688	NA	0.000555180766197305	0.000529876366597688	0	-0.000184214113945176	0.00257524035579785	0.00025662801154308	0	NA	0.00044826008506225	0	0.0195831158308126	0
ZNF132	0.857170049735458	1	-0.000941913882479422	NA	-0.00193736228097226	-0.000941913882479422	-0.00053457290149343	-3.84787416413282e-05	-0.000638258827845932	0.000747141684435812	0	NA	0.00130505548870112	0	0.00033708238790136	0
GCKR	0.857174479265319	1	-0.00550919243323128	NA	-0.00091262059539838	-3.35526144219696e-05	0	-0.00550919243323128	0	0	0	NA	0	0	0	0
P2RX6	0.857192190741011	1	-0.0034080958482368	NA	-0.00124413125430468	-8.28072116642477e-07	0	-0.0034080958482368	0	0	0	NA	0	0	0	0
ASAH2	0.857254555799199	1	-0.00754308274940808	NA	0.00100387498704061	-0.000123583836995657	-0.000149434640975253	-0.00754308274940808	0.000953647816620099	0.000471562264744657	0	NA	0.000823692392874667	0	0.000212751259306772	-0.00328628865385285
LRRC15	0.857301464520754	1	-0.00963616377602542	NA	0	-5.62287434216589e-05	0	-0.00963616377602542	0	0	0	NA	0	0	0	0
PIEZO2	0.857364247777964	1	-0.00358449378750988	NA	0	-2.29037028451515e-05	0	-0.00358449378750988	0	0	0	NA	0	0	0	0
SPINK2	0.857379022293234	1	-0.00109481779049934	NA	0.000431213810881557	-0.00109481779049934	-0.0020265652845787	-9.98708234575977e-05	0.000425361702143913	0.000210333966169538	0	NA	0.000367396844170342	-0.0656058732231675	-0.00089597513310811	0
SLC38A5	0.857385035002716	1	-0.110590421442417	NA	0.000962304038527928	-0.000427870638062689	-0.110590421442417	-0.00538177841323278	-0.00483221042428751	0.00198495011776977	0	NA	0.00128007659623389	-0.0668350592997533	-0.010658803825199	0
SHISAL2A	0.857444274376179	1	-0.00311276093720896	NA	0.000962703890203354	0.000779017180331529	0	-0.00311276093720896	0.000899935425075535	0.000445002420995026	0	NA	0.000777299492322379	-0.0307978217605275	0.000200768451039057	0
GAB3	0.857453687247714	1	-0.00510021899018536	NA	0.00118797019841858	0.00123712977498366	0	-0.00510021899018536	0.00114120331643962	0.000564305198476392	0	NA	0.000985689343688944	0	0.00025459340279108	0
CCDC200	0.857486242382203	1	-0.00342204508994888	NA	-0.00147275234260034	0.000531261088257643	0	-0.00342204508994888	-0.00559068852766388	0.000230994113178836	0	NA	0.00040348456195337	0	0.000104215905608688	0
SPX	0.8575956172491	1	-0.0202286464877787	NA	0.0747007330561016	0.020561450494345	0.0489607679318668	-0.0202286464877787	0.0622998505389934	-0.00932775994802251	0	NA	0.0262078393346775	-0.0153239356668751	-0.0350713863410623	0.0450696881008669
PDF	0.857603234321719	1	-0.00627793532407791	NA	0.00293242634540022	0.00132269725295607	-0.000232619933415815	-0.00627793532407791	-0.000687199239448074	0.00135549137836874	0	NA	0.00236767871486515	0	0.000611547019954145	0
BTBD18	0.857603696578035	1	-0.00673658322096009	NA	0	-5.07858755362716e-05	0	-0.00673658322096009	-0.00339655110027541	0	0	NA	0	0	0	0
PHF19	0.857630216884821	1	0.0134655230649417	NA	0.00572972436596272	0.00312768290516334	0.0529058740052579	0.0134655230649417	0.00710385716424846	0.00288743494223601	0.255279585729432	NA	0.0194261870500151	-0.135680616165194	0.0603521213505032	0.0680034314098518
PGC	0.858287808938889	1	-0.0287716667301681	NA	-0.0010491033120783	0	0	-1.86456587710873e-05	0	0	0	NA	0	0	0	-0.0287716667301681
EIF2B2	0.858465056626347	1	0.0108437725844717	NA	0.00376635699316058	0.0226061364937529	0.0521508772693187	0.0285289898754525	0.0415530403774136	0.0174575184716555	0	NA	0.0216087414214295	0.00638536819398339	0.0025185617733494	0.0108437725844717
YY2	0.858537251609141	1	-0.0035905655756002	NA	0.00470908256361402	0.000927818503387625	0.0574534167827441	0.0144226705285579	-0.0035905655756002	0.000432021724755352	0.262676976736016	NA	0.0122528219409716	0.112575847172578	0.0379860828680676	0.141441449011701
PGM1	0.85856155618249	1	0.0734462722420396	NA	0.0945348267770865	0.0449990109334006	0.0981156884210563	0.0388785769025351	0.0916396907653713	-0.0322363954772471	0	NA	0.0681419343298596	-0.00813949833140773	0.0511202882954903	0.0734462722420396
