gene	p.value	FDR	summary.logFC	logFC.pre.ciliated	logFC.ciliated	logFC.secretory.mid	logFC.secretory.early	logFC.luminal.late	logFC.transcriptionally.active	logFC.luminal.early	logFC.MUC5B.	logFC.KRT5.	logFC.remodeling	logFC.cycling	logFC.hormone.responsive.early	logFC.hormone.responsive.late
FAM177A1	0.0673698076624998	1	1.09316626832585	NA	1.23583326104831	0.57777668031295	0.742753388235029	0.837737204133602	1.32645722422378	1.35119861974055	1.09316626832585	NA	0.913134676890579	1.66521772820276	1.22052345080173	0.847735742009695
C1orf122	0.0682037799949427	1	1.32312071634002	NA	0.994382278946428	0.549235784635902	1.058613158321	0.6735754213977	0.810872897348603	0.630005135967319	1.32312071634002	NA	0.925503443131278	1.43283052704066	1.1167127445825	1.04449736231355
NDUFA11	0.077346655632779	1	0.695643370210086	NA	0.540261429097815	0.483879417545015	0.610854976867539	0.340735872696375	0.778645631881497	0.29334752097891	0.695643370210086	NA	0.423483946901126	0.735377944312436	0.421529424183123	0.659471262543153
UBB	0.0842118776077252	1	1.10318855879294	NA	0.638124638875092	0.51267576646721	0.271765962923942	0.287867305075568	1.38062711036368	1.08969057564144	1.10318855879294	NA	1.06452645261471	0.583562419248535	0.77860302683534	0.892590719376112
C12orf75	0.0846700808034791	1	1.19393930690826	NA	0.75866505938586	0.613844575777154	1.44032432929239	0.832734329027954	1.64314101491707	0.923457316866858	1.19393930690826	NA	1.19997287999882	1.1500628421151	1.49773790652152	1.4414734863361
CIAO2B	0.0896300044693657	1	0.678827618050866	NA	0.0805113246450253	0.247771927533138	0.559892725348661	0.203121680986925	0.685449279120125	0.255373547866222	0.678827618050866	NA	0.505787468116319	0.324847113043945	0.336476416632005	0.648801011473903
COA3	0.0896300044693657	1	0.678827618050866	NA	0.365865740029858	0.399894523223953	0.651056560203972	0.292973380011583	0.754025005202774	0.355560625210581	0.678827618050866	NA	0.557782545644601	0.710954897768233	0.477757871199656	0.452227653746285
JPT1	0.0896300044693657	1	0.678827618050866	NA	1.0417365607226	0.436498951939615	0.591932968247367	0.287578955688166	1.21364464245472	0.635901942264013	0.678827618050866	NA	0.806411158349114	0.688733802542995	0.889482571927837	0.559366932223529
GADD45GIP1	0.0896300044693657	1	0.678827618050866	NA	0.245086111520784	0.266029090762709	0.76361197915464	0.394911033651974	0.623211722314287	0.191118463921116	0.678827618050866	NA	0.263535024131737	0.780309576952036	0.370347420245855	0.68372911697002
BNIP3	0.0917734827800738	1	0.851100860686679	NA	0.383186973794126	0.250936538147627	0.324467090403566	0.553114126558507	0.574770248604048	0.614490786753224	0.851100860686679	NA	0.470180412945428	0.774326578466943	0.504812143895278	0.493531935775583
SSR4	0.0951540095004306	1	0.441492732239577	NA	1.43542641108847	0.618180508573643	0.770048181765864	0.922836855843608	1.54988022696317	1.00879080829815	0.441492732239577	NA	1.13844600758671	1.01133726892388	0.964433464858099	0.524277148492345
C12orf57	0.0985972425278078	1	0.405909943657144	NA	0.647663897739906	0.367093569824502	0.467283173567548	0.50695273914877	0.740498292802969	0.209060863320961	0.405909943657144	NA	0.577236444864366	0.790327971098378	0.620835713556993	0.558016300883509
ANXA4	0.0989007280780955	1	0.155878170738812	NA	1.23296757728087	0.449582619677366	0.379055695623257	0.155878170738812	1.44448741912909	1.00213457318305	0.989331091317017	NA	1.11780238809177	1.43401267906516	0.861435350475086	0.56660381640378
IGFBP7	0.0999984115736138	1	1.61373103418704	NA	0.348389748268218	0.922212054654959	1.3884376249124	1.24689457046011	2.06574133724235	1.24353524870172	1.61373103418704	NA	1.3155569274757	1.45204906249743	1.42297803459999	1.19077277539326
SEC11C	0.101910531533296	1	0.629222101513111	NA	1.2475167892563	0.555300918492924	0.529280534848605	0.729142863174784	1.23230743749456	0.886740151445511	0.629222101513111	NA	1.00753897358958	1.2229908189433	0.976175764914025	0.818553163662416
SCCPDH	0.102292090524265	1	0.683831999713164	NA	1.22385414824903	0.573075654366944	0.698112340001551	0.470271570274066	1.25823152830745	1.17370898572021	0.683831999713164	NA	0.664451195578457	0.807691045750358	0.835155705727571	0.739163225190929
