genes	logFC	logCPM	F	PValue	FDR
THBS1	2.82598249113664	3.04153740310527	194.251003013672	8.00263694844786e-16	2.08970445141136e-13
YKT6	0.992069616370318	6.37994048303459	190.961371874349	9.85774049146064e-16	2.53390138789092e-13
SEMA7A	2.4369797561872	5.03127478603131	189.294777305206	1.12400957103389e-15	2.84478176201208e-13
SFN	2.08446531814946	7.82343742474197	188.62977650353	1.18285967483173e-15	2.94836735009952e-13
STEAP1	1.93728715411964	4.57451675480482	187.82568704941	1.26298531897606e-15	3.10110022126494e-13
YRDC	1.32494083292498	4.16486417588056	187.457244385426	1.29905168295471e-15	3.1427498876894e-13
LINC01215	2.70931735214284	0.382536265601241	164.496611296054	1.59402547388826e-15	3.80048015520809e-13
CEACAM6	2.42257287854432	5.48642137234005	183.890379615318	1.75103756727929e-15	4.11518843133024e-13
SOWAHB	1.7075979972722	3.80504905835994	182.142182554302	1.98905845130764e-15	4.50937069564805e-13
RUSC1	1.01577751674515	5.48622772049879	182.056546873578	1.99873211695947e-15	4.50937069564805e-13
IL1RN	2.9784659418754	3.5891001470196	181.994526341679	2.00099726935936e-15	4.50937069564805e-13
HS3ST1	1.95188917391627	3.98284217815025	179.133890694658	2.54216685781133e-15	5.62079843268707e-13
CARD6	1.55355632166873	3.00733130065957	179.080439333035	2.5625182812688e-15	5.62079843268707e-13
SPOCD1	2.87977047610556	-0.116731396101895	146.630773341642	2.68925517514623e-15	5.82117590609613e-13
CASC19	3.26068191114862	2.8319338851814	179.020068415637	3.0430221239185e-15	6.50139700786796e-13
AP4B1	1.33018811450559	4.50579680350575	175.147092807457	3.53164428584361e-15	7.44860001877094e-13
SMIM12	1.09899065521783	4.56486753783443	172.990036424552	4.23337804556808e-15	8.81560787691651e-13
HSPA6	3.8262172106082	-0.82401780449173	142.190999014313	4.45615993545647e-15	9.16353588727430e-13
CCDC86	1.48195252056541	5.15314104773175	172.143704379413	4.54787629100269e-15	9.23668060040558e-13
GPR87	2.24040371187537	1.38557573059116	173.222889682489	4.69013622986673e-15	9.40944281921191e-13
SGK1	1.49425545187054	4.87484053303656	170.98859432408	5.01751091706624e-15	9.94494844538033e-13
CDRT1	2.3146486038293	2.37930214716162	170.886493726086	5.25388522909916e-15	1.02894840361798e-12
CAPN2	1.19932954259737	8.21335491619994	169.98192416677	5.46579544784458e-15	1.05785648132343e-12
SYT1	2.8929763105849	-0.757497948909735	121.545643982641	5.63993205160066e-15	1.07886653698701e-12
ULK1	-1.35622926353099	5.65275086007599	168.860921385246	6.02029344773781e-15	1.13838905182454e-12
TM2D2	1.02994350891357	4.86131188560096	168.607529330951	6.15469450934075e-15	1.15057817469505e-12
EDN2	2.94119264252527	3.63440310115772	167.951589033415	6.58126080637475e-15	1.21649799467046e-12
CTC-458G6.4	2.0062862372508	0.680356059708445	163.897014495833	7.81699283842409e-15	1.42885943538794e-12
C6orf15	2.40114470421488	2.48829046444779	151.826815707762	8.36815761110425e-15	1.51279737209095e-12
ALDH2	-1.42766728579436	5.54654571524126	163.9059468843	9.27922490651271e-15	1.65926661888088e-12
GPX2	2.30185595841307	1.68592034133938	164.131753929801	9.54787627648626e-15	1.68894744757501e-12
H19	-2.56744892833712	10.8814078659439	161.659802922062	1.13293326372363e-14	1.98275373633164e-12
SAA2	2.44928197329423	6.22297080755886	161.696423562596	1.18460671871956e-14	2.05136475049005e-12
KITLG	1.83013160964319	3.38354089866788	160.331806710648	1.29426909862792e-14	2.21791884807582e-12
TRIM16	1.82286898393304	6.44182329738252	159.907003296162	1.32634005552314e-14	2.2494453869496e-12
CAVIN3	1.72042877460369	2.68962085864883	158.557946224951	1.53427269601897e-14	2.57002089459271e-12
KLC4	-1.17984660607524	4.50535876515154	158.217501369411	1.54660548638185e-14	2.57002089459271e-12
LINC00707	2.75670815795559	0.598142478800789	132.646736723749	1.74210328475178e-14	2.86593411374515e-12
ACSF2	-1.62699658519493	4.78993788986003	156.426574809203	1.8219130717835e-14	2.95205981676682e-12
SLC9A2	2.52454449021184	2.11785227760789	157.836294971859	1.83034527572923e-14	2.95205981676682e-12
TUBB6	1.5755678797174	5.35191474375412	155.19430648583	2.04045710021779e-14	3.25898638404687e-12
BDH2	-1.03792945168028	5.50750294642113	153.611510313813	2.36301244084459e-14	3.73787669849369e-12
LRRC8A	1.1209440447102	5.95069644718723	153.206255877989	2.45404313316624e-14	3.84490129368741e-12
MAP7D1	1.22834163921906	6.41597324866513	152.897575313474	2.52593182124237e-14	3.92019852747719e-12
KB-173C10.2	2.77872992254883	-1.16380960441265	124.259343214269	2.67151682185864e-14	4.10739469499033e-12
OLFM2	-2.4763846241017	4.06215477450319	152.215808370667	2.70793853358718e-14	4.12484229778173e-12
LYN	0.955632491481803	5.96941175453074	150.896469084605	3.0495922285566e-14	4.60264603229217e-12
CXCL8	3.01791743675987	7.53023869620464	149.549318453439	3.46749993967066e-14	5.1858037734111e-12
RP3-325F22.5	1.94322064534154	0.287517757133469	127.27980500196	3.61334580582261e-14	5.35523890554845e-12
PNP	1.10777021797005	6.2147659997226	148.058702315954	3.99764164637519e-14	5.87189310040341e-12
BTBD10	0.896447738036272	4.86612894479905	147.599940193322	4.17945989259352e-14	6.08462784894301e-12
TMEM158	2.12306873178424	1.04934489370905	147.909893202153	4.51420289357714e-14	6.51431156159978e-12
TICAM1	1.40061992129341	5.71710737788993	146.666151899776	4.57336298054034e-14	6.54229516459732e-12
NOP16	1.232282306485	5.15787556761653	145.825634189078	4.96349582903051e-14	7.03917843822249e-12
BNIP3P4	2.14019009776715	-0.387511759068489	135.785095686185	5.5424023998074e-14	7.79299674181466e-12
SMAGP	1.57735048178394	2.35169550529764	144.436807038692	5.77515792472294e-14	8.05145110335739e-12
SCFD2	1.5200770619477	3.70094038068604	143.378298422268	6.3315690547396e-14	8.75299516970767e-12
SLC35A4	0.781949235869421	6.36407363507812	142.683055277201	6.75496774011385e-14	9.26049785771775e-12
PSME3	1.17898486550271	6.96638921846672	142.069703356771	7.17886632281092e-14	9.76029172533574e-12
MPDU1	1.04502989664269	6.39670410689371	141.634564192314	7.49664391682743e-14	1.01087941865351e-11
BNIP3L	-2.1495232651549	6.4350836617206	141.347375595017	7.71544576353088e-14	1.03192518907192e-11
PAK1IP1	1.1647954450159	4.34277856013116	140.807728280707	8.15032036872656e-14	1.08129774504775e-11
EMP1	1.80560937114182	6.39008388758878	140.614341391047	8.3019522282362e-14	1.09260332885371e-11
NOP9	0.971813926491182	5.37908893157638	140.519390072184	8.38273250810014e-14	1.09447882929171e-11
RHOD	1.5619589084771	5.69828795698627	140.091394494223	8.75081029543326e-14	1.13092574736796e-11
PLK2	1.08884621371244	7.2007813529826	140.005050111402	8.82513485278531e-14	1.13092574736796e-11
CD44	1.2676863369074	7.74793661142986	139.956741424941	8.86811874113835e-14	1.13092574736796e-11
RRP9	1.18264255213931	4.77808187804939	139.844172210418	8.97388444437567e-14	1.13561056149557e-11
RP11-513I15.6	1.97434456044551	-0.888728403010808	128.241910338403	9.05025473993155e-14	1.13653237195889e-11
VNN1	3.39970497778039	4.51839651378486	123.275079308154	9.72200803888112e-14	1.21164207763359e-11
FUT4	1.47110420584477	3.01910927311399	138.694596314658	1.01805641191628e-13	1.25925158138606e-11
BRMS1	0.917608857098268	5.75706205532432	138.406159500691	1.03731904044683e-13	1.27350265182021e-11
BCAM	-1.78142673423534	8.70116915041952	137.99982977907	1.08101841370016e-13	1.31732103139122e-11
CXCL1	2.38989385344634	8.21291437791962	137.482188118574	1.13958572217496e-13	1.37847975849267e-11
DCLRE1B	1.19993695058992	3.86749303991865	137.061042780312	1.19153351281769e-13	1.43079692112145e-11
DUSP2	2.57410803756934	0.319523795880187	136.096578342878	1.2481501621667e-13	1.4879216172322e-11
PTGR2	-0.882412706035717	4.20210467758276	135.779667382827	1.3580395289421e-13	1.60727397774292e-11
MTRF1L	0.845414033187148	4.37902460545401	135.057517054656	1.46304396532157e-13	1.71918116239323e-11
DSC2	1.12737677173263	5.29896604888943	134.921462492406	1.48308574764498e-13	1.72584457534296e-11
ARNTL2	1.1813162012306	4.87790237140359	134.882394055853	1.48969624763662e-13	1.72584457534296e-11
C1orf122	1.13056833482775	4.98115120008631	134.242876492295	1.59183923986221e-13	1.8312830304177e-11
ELOVL1	0.830489016414716	6.59179190366452	133.098800968344	1.79310496548516e-13	2.04387517190703e-11
MACROD2	1.78089868668176	5.17900871961298	133.059088494035	1.80148258419864e-13	2.04387517190703e-11
HMOX2	1.14963578135203	6.07164064101524	132.31842748354	1.94625419005615e-13	2.19300189593245e-11
PTPRS	-1.49643146183031	5.38710037892903	132.103166496435	1.9912763038801e-13	2.22846846769602e-11
PGAM5	1.13716986782451	5.65426307062215	131.728291231028	2.07168869921144e-13	2.30279397234645e-11
MYD88	1.22412336198995	5.46954985337044	131.325441349907	2.16189039137672e-13	2.38693012272069e-11
NIPA2	1.0491836804278	5.48806016441983	131.132921218134	2.20635906487507e-13	2.41978753175066e-11
HNRNPA1P21	2.35710539022497	-1.04811681975423	100.143639802207	2.2726869373077e-13	2.47602468911583e-11
SLC29A4	-2.20063404650473	3.97439117302821	130.321040066805	2.41058218307136e-13	2.60897944037546e-11
ALG1	0.938662673045656	5.05381113059197	129.514042091909	2.62194481937373e-13	2.80428702581506e-11
ENTR1	0.852392005437416	5.30273633621088	129.481354478362	2.63058295849225e-13	2.80428702581506e-11
EBNA1BP2	0.990215701594606	6.61345440187022	129.439304665558	2.64217670051264e-13	2.80428702581506e-11
ADORA2B	1.83935440214591	1.4922265518039	129.144877123956	2.79742945824708e-13	2.93127866260989e-11
SLC43A3	2.54447099796716	1.96126904309022	127.566339768561	2.79746368020031e-13	2.93127866260989e-11
DHRS3	-2.68697483732917	6.65519022468091	127.772172346446	3.16199713102199e-13	3.29227941787613e-11
SLC9A4	2.56955226224848	0.585568796225794	124.055165791984	3.40258708201061e-13	3.52050063434947e-11
FASTKD5	0.82678526907857	4.69260133208491	126.959222394624	3.45494490254908e-13	3.55233116198969e-11
PLAT	2.87557909399621	4.6299218618916	126.66225768646	3.5751956759317e-13	3.65313938290387e-11
TCEA2	-1.54108707995651	4.98584846776967	126.56410797343	3.60682785355551e-13	3.66271142091615e-11
ADAMTS9	2.72177952710442	5.82946994704495	125.938279271771	3.86177505166759e-13	3.89754977760635e-11
SDR16C5	1.67650105124191	3.30879581956139	125.001343887185	4.28961280586509e-13	4.3029524554443e-11
SLC20A2	1.18003913527304	5.27194042576905	124.83668225137	4.3576140350794e-13	4.34467324188431e-11
TMEM41A	0.887863695386188	4.73852511499403	124.707247329141	4.42063163918531e-13	4.38095247567696e-11
FRMD5	1.4442441264537	3.29102095615347	124.512389745676	4.53163380581031e-13	4.46406633169973e-11
TNFRSF10A	1.2028779923827	4.40117167764519	123.683474778745	4.95255177466099e-13	4.84966840743738e-11
IDH3A	0.739064457418764	5.73513395687648	123.46586718685	5.07073812911098e-13	4.93601851846182e-11
ARHGDIA	0.969403567257807	8.73778987789209	123.037137311964	5.31858037012654e-13	5.14682150993834e-11
MTA3	-0.915859362543311	5.5620139781566	122.66140875264	5.54659730489088e-13	5.33608609723742e-11
CXCL11	3.18882464255195	3.18480255053478	111.75727637007	5.90519683197687e-13	5.64804610946811e-11
SLC35C1	1.01544897838844	5.09822066443627	121.754320885471	6.14155019377191e-13	5.8401527305053e-11
RAB31	1.24504006005273	2.43100284724791	121.736962186037	6.20183523222718e-13	5.86358571295226e-11
CIAPIN1	0.901140263020022	5.27605743774769	121.505606100734	6.31559785540609e-13	5.93702287538775e-11
TIMM17A	1.08750723967621	5.4415216656796	121.194907888818	6.54058441658675e-13	6.11358830893572e-11
TMEM104	0.991266873023334	3.86681232583953	120.64120667368	6.97253369673861e-13	6.48051705339248e-11
TAX1BP3	0.923675613937015	6.72784301468417	120.396726720513	7.15720960221405e-13	6.61478961606873e-11
PNO1	1.40595683224651	4.35735550643472	120.206611168969	7.32323993844513e-13	6.73042571102574e-11
NIP7	0.951775343625942	4.77283911119408	120.106340629118	7.4001107613355e-13	6.76329011859613e-11
CCDC190	2.15474242865487	1.00916305997043	109.635665157282	7.94817678771285e-13	7.22405836103117e-11
ABCA2	-2.00921909054895	6.14619518685605	119.30439155226	8.10634724814025e-13	7.30960172068435e-11
NOCT	1.2078194989893	2.20957620618059	119.39764384932	8.15274186004681e-13	7.30960172068435e-11
SRM	1.63461096099806	6.09680700220143	119.22994796228	8.17559246614747e-13	7.30960172068435e-11
TAF13	1.07925098276716	4.27671537109114	119.063783119105	8.33816796053529e-13	7.4146595199333e-11
ISG20L2	0.842148452028532	5.37296308267237	118.396073987339	8.99560898155357e-13	7.9562775997601e-11
MON1A	1.46628041850248	3.1285702977358	118.318228517746	9.10672238890966e-13	7.98219510654572e-11
LINC02474	1.19296341049331	3.50815762696832	118.287096193921	9.12195416710593e-13	7.98219510654572e-11
SLC25A44	0.973663043365836	4.75643278194249	117.938950269979	9.48337462735623e-13	8.25455005262632e-11
HDAC9	1.51412439067528	5.42949167200142	117.776884307562	9.66081468702748e-13	8.36474012717311e-11
CHAC2	1.93966154780809	1.62944181896796	118.683946350822	9.7518388768765e-13	8.39934562112541e-11
WDR77	0.893016358285571	5.7583024769415	117.611571801278	9.84480704279039e-13	8.4352562844242e-11
FOSL1	1.93401559376284	4.29112030702916	117.426796635156	1.00714242113904e-12	8.58471501044471e-11
SEPTIN11	1.2756000007069	6.25159146445356	117.086827717599	1.04604369640732e-12	8.87034270597777e-11
NECAP1	0.821760343798564	4.60132535590208	117.010566284672	1.0557187527825e-12	8.90647651385893e-11
ADRB2	2.00330904841835	2.01600426613579	117.104448912311	1.0928753405674e-12	9.172904197793e-11
SLC25A38	1.28428503162543	6.62116974153495	115.81999015797	1.21223421899104e-12	1.01230787495541e-10
TMEM94	-0.90686040505886	6.42108398745703	115.573381238788	1.24771216091276e-12	1.03106338639815e-10
CLDN23	1.36576018550069	2.41895765734103	115.639390828022	1.24916609604804e-12	1.03106338639815e-10
PLA2G6	-1.88538745598043	4.78255434111897	115.503658828629	1.25883705128101e-12	1.03106338639815e-10
RAP1GAP	-1.81123318812126	4.68714117056019	115.498287282663	1.25976378740519e-12	1.03106338639815e-10
ITGB1BP1	0.767018261249374	5.45812210941306	115.392987697357	1.27438014615267e-12	1.03786276160186e-10
SBDSP1	1.08543926554768	2.88293959419974	115.316213185136	1.29080070546555e-12	1.04605726136028e-10
STEAP2	0.994259382295979	3.93345855264987	114.959347458665	1.34233390948338e-12	1.078597766574e-10
NOL6	1.15033509449819	5.39021921306318	114.941891881339	1.34406748615689e-12	1.078597766574e-10
WDR4	1.52815559028619	3.10173668312323	114.811809086816	1.37458274994439e-12	1.09773110773472e-10
C11orf98	0.991427666555934	5.78377072452316	113.488492374458	1.59548414529364e-12	1.26798597460028e-10
EEF1AKNMT	1.03735747582103	5.38959230882267	113.429457334905	1.60705648763225e-12	1.27104260952107e-10
TFDP2	-0.77572153557354	4.90709808991293	113.216095695938	1.64817205974716e-12	1.29732433277036e-10
CCT6A	0.793478848642908	7.85882861831332	113.058790720935	1.67905203329925e-12	1.31533738094314e-10
SEMA4D	-1.08301722712033	5.00523629312959	112.708120048767	1.75110355025675e-12	1.36527983437317e-10
TM4SF1	1.52233872472092	5.74787760691526	112.434875848968	1.80897457086402e-12	1.40103313230483e-10
CERS4	-1.23342231639402	5.04894615842213	112.412518505081	1.81399341791338e-12	1.40103313230483e-10
ANKRD22	2.0432850357063	2.64059581771341	112.372100281628	1.86065629501396e-12	1.43035779015302e-10
SULT1A1	-1.63622615165446	5.60707407760305	112.152341563029	1.8720923194398e-12	1.43245538358624e-10
VARS1	0.975898038445505	6.96664382026257	111.365306174706	2.05666688887115e-12	1.56535651645483e-10
MARS2	1.49365461983654	3.12032114374865	111.472804822285	2.06481286286973e-12	1.56535651645483e-10
ACTR1A	0.756766725570789	6.65857802422616	111.226522207086	2.09136156355073e-12	1.57821050834738e-10
LYRM9	-1.35362401336901	3.51267655699658	111.184293097398	2.10549299478753e-12	1.58161941813925e-10
MMP1	2.70577564050323	2.49060260969071	111.036329979276	2.15707978201738e-12	1.613005431544e-10
CORO1C	0.782579357180325	6.76551341450143	110.931049284369	2.16730700182274e-12	1.61331979579122e-10
PLEKHJ1	0.90572032594863	5.69872887375792	110.876084174291	2.18188823497078e-12	1.61685780871641e-10
ESRRA	0.887347320805335	5.79108119882083	110.753214302027	2.21443776316393e-12	1.63361953550717e-10
RP4-541C22.8	2.12659881304732	0.135389111126409	111.917513643664	2.28647645956915e-12	1.67923322483804e-10
PFKL	-0.955908384707063	7.98586074462513	109.947251239761	2.44189994374093e-12	1.78540870997698e-10
PMAIP1	1.46022732338931	3.32391816667684	109.748016628486	2.50794672354574e-12	1.82558546677216e-10
SYNGR2	0.82233651640338	7.89941487023366	109.515679305606	2.57375867541273e-12	1.86523806031783e-10
GTPBP4	0.922658869489357	5.86063966111718	109.386253621235	2.61500108517256e-12	1.88453076432254e-10
SELENOI	1.05700020953058	5.6400464629933	109.361754892402	2.62329065120577e-12	1.88453076432254e-10
NXPH4	-2.93498808358688	4.09830933072809	109.353418658593	2.6668098997325e-12	1.9074647678478e-10
RABIF	0.789198655562652	4.14675368140087	109.165896540631	2.68774550764997e-12	1.91411694140042e-10
ITPA	0.869693485868588	5.75980308925724	109.119187853547	2.70158275275971e-12	1.91567835627802e-10
SLC25A32	1.17926952779133	3.36516140230977	108.632098852308	2.87711531698278e-12	2.0265250651094e-10
CDV3	0.799510199573119	6.97651679544239	108.590313621886	2.88254127551881e-12	2.0265250651094e-10
EHD1	0.905067591317716	6.81408198138075	108.552647074099	2.89591342207847e-12	2.02726262581331e-10
EREG	2.85056931507635	-0.558498645360025	85.9707612885827	2.93296684725707e-12	2.04249166317039e-10
PLEK2	1.58693424663396	1.59270902639154	108.601590321012	2.95410503131461e-12	2.04249166317039e-10
DHX9	0.876827749981086	7.40335760849264	108.388575972636	2.95491469111029e-12	2.04249166317039e-10
WDR1	0.887956943841743	8.32377744277377	108.33924339888	2.97289712705492e-12	2.04632345762262e-10
RRS1	1.34347303187031	5.18284769804964	108.187263064338	3.03064927618466e-12	2.0722158933483e-10
PTRH1	1.0218932480267	3.40793928645355	108.181270170018	3.03570622027195e-12	2.0722158933483e-10
PDP1	1.24141657503569	3.83311173443213	107.835057810899	3.16710214117947e-12	2.14708194407477e-10
COA4	0.825494721109166	5.54713010569743	107.814194870848	3.17190054983869e-12	2.14708194407477e-10
LINC00857	1.19356639098303	2.57183603931317	107.816598126586	3.18453586015589e-12	2.14708194407477e-10
FGFR3	-2.07579876270779	6.19918189048994	107.589072804644	3.26155283126925e-12	2.18554750328075e-10
TMEM8B	-1.25305823079126	4.25477191654353	107.578528536156	3.26815808040279e-12	2.18554750328075e-10
STXBP5	1.10741418344375	3.29500367016883	107.452005248423	3.32565717923233e-12	2.2074425182165e-10
NUMA1	-0.691727187846318	8.1057911830841	107.425905518262	3.32773536269949e-12	2.2074425182165e-10
PBDC1	0.814472390213152	4.52378814925836	107.198363265322	3.42418638410938e-12	2.26230081144511e-10
CERCAM	-1.13306727847409	5.77705171487306	107.162521076867	3.4382850944365e-12	2.262529123543e-10
YWHAZ	0.78079248901667	9.35312911908095	106.961001934645	3.52530506003767e-12	2.31054954353306e-10
TAP2	1.3153326637932	6.00878959835204	106.904129129269	3.55084897927179e-12	2.31805621261906e-10
PDE9A	-1.58054368721609	6.05550673186569	106.525833697698	3.72167439293633e-12	2.41997096593658e-10
ABLIM3	2.21623984411378	2.85344120844155	105.760824813612	3.99834124295021e-12	2.5896343223533e-10
LRP5	-0.861245853258591	6.93575084104443	105.516968442512	4.22213636807164e-12	2.72385746631947e-10
ATP13A2	0.925988598380952	6.0107038616726	105.294831491605	4.34168447621305e-12	2.79004106711644e-10
PHGDH	-1.76240584968854	7.36329145030195	105.227627082901	4.37850222132222e-12	2.80275253085494e-10
RAP2B	0.957311719757175	5.43754468239673	105.107452790358	4.44545634162894e-12	2.83458148357123e-10
LAMC2	1.16160503868302	8.89958288379986	105.027278237458	4.49034912125546e-12	2.84361265923406e-10
KRTAP2-3	3.18140285320201	3.25064334051965	105.369926910995	4.50497024241343e-12	2.84361265923406e-10
POP1	1.24463592316469	3.40433115020491	105.026386371518	4.5114759228016e-12	2.84361265923406e-10
MXI1	-1.55711658672974	4.73301537721597	104.450355150888	4.83311029002149e-12	3.03471364050166e-10
NLRC5	1.68851635911369	3.07216772148508	104.333553596718	5.04185974766416e-12	3.15375036915677e-10
KYNU	2.28992589450931	4.26873704691991	104.04761302739	5.16607743318341e-12	3.21920984292804e-10
ABCF2	0.998226042917812	5.39705245303341	103.884932852846	5.18957542866687e-12	3.22164925950938e-10
POF1B	1.79917930076249	0.358173009444989	99.1970593268371	5.2319328981721e-12	3.2308313912146e-10
DPH3	0.945330318014596	4.06449628760776	103.807987869435	5.2436446505033e-12	3.2308313912146e-10
UMPS	0.975538865754865	5.26329575231761	103.734199765005	5.29059094200672e-12	3.24759371593107e-10
PLAU	2.25788700441564	6.52576727603077	103.694186174558	5.31772234533381e-12	3.2483053190954e-10
PIGW	1.67648836505995	3.4420086283699	103.734196913524	5.33124087384206e-12	3.2483053190954e-10
MIR210HG	-3.29045992654529	5.36765168588438	103.362788836783	5.55656542674265e-12	3.37310176514182e-10
LRRC4	1.65225694111677	3.88593890821063	103.138663815231	5.71755081428718e-12	3.45806722227347e-10
