genes	logFC	logCPM	F	PValue	FDR	sig
PSD3	-0.978598570585489	5.00373632536105	23.0010802305598	6.01889950087954e-06	0.000583097608312986	Not Sig
TP53I11	-1.35170799269245	5.8993927754482	22.9601650004987	6.12265059564658e-06	0.000589871718712072	Not Sig
NID2	2.09641260155104	2.2520434333564	22.9209978806792	6.25277602516079e-06	0.000599098397399747	Up
ST6GAL1	-1.26647977213378	4.67983433091118	22.8566530131345	6.39392856192528e-06	0.000609275006900837	Not Sig
LMO3	-1.60079600578055	2.98569131242626	22.8441794096094	6.44668572379145e-06	0.000610963617671062	Not Sig
KRT5	-2.08371787706259	4.95726829800257	22.8147342866348	6.52752123291585e-06	0.000612570071872926	Down
EFNB3	-1.54661446037075	2.22127197720074	22.8093405680191	6.54654772389305e-06	0.000612570071872926	Not Sig
SERPINA5	3.31689760359807	6.46540688337869	22.7924150579818	6.56902187408173e-06	0.000612570071872926	Up
SCNN1B	2.41221183533137	3.53777981471764	22.7224813873582	6.74434908095992e-06	0.000625574251456272	Up
GPA33	2.68491647684982	-1.27743467313559	21.9348022264992	6.80946681664985e-06	0.000628272393379577	Up
IQGAP2	1.23703686671762	3.55609848657455	22.6507850366103	6.97115038085665e-06	0.000639804843901991	Not Sig
BRD3	-0.4332362809243	5.19860557072241	22.5705414224725	7.20870665941586e-06	0.000658143595428763	Not Sig
GBP5	1.8344894891833	3.16899363549059	22.3796908662051	7.67131434892461e-06	0.000696148314944623	Not Sig
SMO	-0.836329696764938	4.74088147920996	22.4047161620775	7.72930088431435e-06	0.000696148314944623	Not Sig
SLC2A12	-1.09024537145408	3.7796607571404	22.4001941246828	7.74473982677239e-06	0.000696148314944623	Not Sig
PAPLN	-1.31162618540966	4.31849998728494	22.3773890499004	7.81929648171869e-06	0.000698941533201264	Not Sig
TOX3	-1.18546492615285	3.67238979993195	22.3665836876702	7.85597777884205e-06	0.000698941533201264	Not Sig
ACVR1B	-0.444315753729179	5.2119087332363	22.3062753589531	8.05602650679315e-06	0.00071310147322568	Not Sig
SHISA9	-1.52746943635483	0.607273086497033	22.1124843113357	8.44257778570584e-06	0.000743543795086558	Not Sig
CUEDC1	0.786483524304567	6.88094021265045	22.1760955633576	8.51021790033377e-06	0.000745734571588042	Not Sig
CAPN13	-1.84793861988193	5.25203577763733	22.1213698604589	8.70982758235552e-06	0.00075771740379841	Not Sig
FAM124A	-2.03203436381308	-0.448297565993373	21.60013925896	8.73386845759149e-06	0.00075771740379841	Down
LINC00324	-1.04098539579966	0.388128259892736	22.0957471082907	8.88609487910534e-06	0.000767107537137817	Not Sig
CTTNBP2	-1.07861260554481	3.78885905655507	22.005389835924	9.14796141467154e-06	0.000778016685178086	Not Sig
