genes	logFC	logCPM	F	PValue	FDR
PHF21A	1.03670213715258	5.01610473479342	228.567028991522	6.59988048086878e-17	1.29255516417586e-14
TBX6	2.42183316412575	1.57066884619778	228.147310699288	8.06661815831838e-17	1.56122276849995e-14
RP11-216L13.19	2.67454214997719	2.96758100488015	225.362146683607	8.55177622755033e-17	1.62091383192353e-14
RP11-478C6.7	2.87915089706679	-0.980683932462268	154.635823863419	8.57209308718903e-17	1.62091383192353e-14
AJM1	1.60904529615113	3.68171456186233	224.334335571933	8.79111816845701e-17	1.64343960215098e-14
SPAG4	2.52196989820371	5.23824912547011	223.907417257993	9.06998898644341e-17	1.67652122265147e-14
SLC51A	3.02490373118327	1.5069591213432	189.551461005079	1.15774502564367e-16	2.11622926854045e-14
PPFIA4	3.6600782629701	4.08783235803157	218.599373934865	1.26044467779824e-16	2.27863465873174e-14
ADSS1	2.26248982680887	3.754409530914	218.98871117462	1.28534688159812e-16	2.29839582056203e-14
RP11-856M9.1	2.68230099172886	0.604233909623776	165.846398064196	1.35447984844502e-16	2.39597290180312e-14
SEMA4B	1.63470339100445	7.78275944792851	217.354066711972	1.415646563118e-16	2.4775320861547e-14
ZNF467	1.79386020167009	3.9349737932953	215.94494179008	1.56669906288794e-16	2.71302802984941e-14
RP11-470M1.2	2.71169445944407	-0.651784099003467	172.98894212117	1.58707889990234e-16	2.7196911439889e-14
TMEM8B	1.40911518667812	4.25477191654353	213.54119067521	1.85216883398713e-16	3.14124015339405e-14
YPEL4	4.80245842638672	-0.116777851836127	240.740467654634	2.0550898009581e-16	3.44982472607773e-14
RAP1GAP	1.80418561438806	4.68714117056019	210.577476591718	2.28636194587654e-16	3.79928690622373e-14
JAK3	2.54681517703007	2.07989229160043	211.34222909703	2.39196715448092e-16	3.92411709821905e-14
LINC00514	2.39710001874464	2.06655118501738	211.523135232897	2.40918987854917e-16	3.92411709821905e-14
GVQW3	1.64341641185718	2.88538902100726	209.241067678507	2.52818719616937e-16	4.07756936903748e-14
MXI1	1.67471971786097	4.73301537721597	208.366110226435	2.67987178952799e-16	4.28024959315777e-14
SHC2	2.90601681198971	3.37259710252622	202.64441185099	2.7822551279367e-16	4.40104606823911e-14
PRTN3	3.6528415673847	-1.04156233039647	153.133561753148	2.89726155721136e-16	4.53931903596991e-14
DICER1-AS1	2.26217825749324	3.50915696154656	207.158951448842	2.9440533093554e-16	4.56911518794393e-14
RP11-689P11.2	2.67211209171878	0.258473027954124	161.651928485914	3.06033329006519e-16	4.67891394897525e-14
ABCA2	1.93511927879286	6.14619518685605	206.470563545447	3.07168382766596e-16	4.67891394897525e-14
RP11-657K20.3	2.76990083988724	-0.799775000716062	160.02645175511	3.11984527827831e-16	4.7086765755006e-14
RASD2	2.67325745307481	1.01465240028286	198.98517017285	3.34367417053675e-16	5.00061670722728e-14
LRRC75B	2.33507297575031	3.69036290776459	202.963936729178	3.99132076629233e-16	5.87727225507444e-14
PLA2G6	1.83670856651952	4.78255434111897	202.87409837949	4.0013038269305e-16	5.87727225507444e-14
FER1L4	2.20296754868579	5.81095204348504	201.250914439361	4.50990775191388e-16	6.56570729440135e-14
RBMXL1	-1.15241792524401	3.94380472234844	201.026314169781	4.59194826166792e-16	6.62650358357008e-14
HILPDA	2.5677844426878	6.51753567032836	199.610696928007	5.09692320916206e-16	7.27566578087028e-14
KLC4	1.09374649034139	4.50535876515154	199.528166983142	5.13024880299649e-16	7.27566578087028e-14
EGLN3	2.54658940573783	7.94853768826477	199.282589490635	5.2236504769914e-16	7.34480974333209e-14
FASTKD5	-1.25604517470315	4.69260133208491	197.704520430856	5.88412281910474e-16	8.20336478788916e-14
ALDOC	3.10796598655635	5.49473970213937	197.204564939525	6.13622369157185e-16	8.4829425168108e-14
RNF183	2.2195021464236	5.76613553955744	195.115373563238	7.17004053532493e-16	9.82952807055254e-14
FNDC11	2.11994935254592	2.72742447109409	194.770140070645	7.62877059097304e-16	1.03719756191816e-13
TNNT1	2.41763066968798	1.93825106483666	192.744049657678	7.73872449480478e-16	1.04352259560683e-13
KB-1440D3.13	2.46912385653108	-0.49670738079337	151.110631931724	8.01603242729509e-16	1.07212804440188e-13
RP5-848E13.4	3.86553397127966	-0.920226388582802	149.645039252161	8.20571641832502e-16	1.08864710320859e-13
FBXO44	1.53880389771836	4.52160186315967	192.591260915164	8.69512672916843e-16	1.13756962273358e-13
PLEKHH3	1.24059100024499	4.96928980437556	192.559287243304	8.71276958631272e-16	1.13756962273358e-13
CATSPERD	2.44649857219865	2.24058149416412	178.939680554878	8.95454047101315e-16	1.15513069901891e-13
AC074212.5	2.79168855616438	3.75258226294983	192.349907518227	8.98770466685432e-16	1.15513069901891e-13
GIPR	2.49501922230589	4.72772389271578	191.65838793299	9.39071690093569e-16	1.19757119176196e-13
PTPRR	2.78871247953969	2.65674260070947	172.501595337434	9.90601406880522e-16	1.25356798035319e-13
METTL27	1.86906885962517	4.08897961970711	190.436487105409	1.04156687340077e-15	1.30800126979512e-13
PPP1R1B	2.91393132293359	3.56990806332551	190.723696345511	1.08124468915482e-15	1.34754215009742e-13
LHB	2.77436585106369	-0.659515081641813	128.481826101724	1.26305200684772e-15	1.56229086952269e-13
GPATCH4	-2.08195319560596	4.81316806809508	186.437912385479	1.409048569248e-15	1.72987000094768e-13
HEATR9	4.02226628611613	-0.195648114061755	150.013762451912	1.47632727342609e-15	1.79904147963945e-13
EGFL7	1.76152838518523	4.27429684443902	185.748693916248	1.48851795900717e-15	1.80055948114904e-13
VKORC1L1	-1.13871407694896	5.1455971562003	185.432023883337	1.52409891627868e-15	1.83014242859128e-13
CLDN5	3.21968383791515	0.951926804771569	150.580259660697	1.55628522861663e-15	1.85524987651972e-13
LURAP1	3.07444602240971	1.5328224968311	174.315049922737	1.59070492635707e-15	1.88263933406476e-13
MIR210HG	2.72871112110277	5.36765168588438	184.420467989466	1.65717677610461e-15	1.94533667940387e-13
RBBP8NL	1.70828098779045	3.97925526946887	184.32399183938	1.66733008203723e-15	1.94533667940387e-13
RP11-245P10.9	3.14277372273951	0.274603702321497	171.054118294949	1.83189343871523e-15	2.12228725072566e-13
PRR36	1.69577978079023	5.3369569133953	183.032958651572	1.84756596867229e-15	2.12547606647748e-13
URAHP	2.33297791954937	-0.079763866260861	172.714034127963	2.05390523565074e-15	2.34644409942294e-13
HDAC5	1.7553336201844	4.05127024833282	181.634524620948	2.07479381277503e-15	2.35396089751463e-13
RP4-800G7.2	2.31017047588217	3.11880007957342	181.265981576685	2.14922289241598e-15	2.42170313720104e-13
H19	1.90835962966737	10.8814078659439	180.883336324695	2.19800476011545e-15	2.45982151759587e-13
MYO15A	2.50602247418648	0.895823325263182	173.213091252061	2.24295074433953e-15	2.49316099291416e-13
TREM1	2.70513598011274	3.72958054405678	160.783422617102	2.27252311981203e-15	2.50204779702627e-13
RBM12	-1.53069883968247	5.88382930696519	180.429817947702	2.2813638657464e-15	2.50204779702627e-13
RP11-60L3.3	3.05020948801217	-1.05916473440963	132.817704340009	2.33339684593697e-15	2.54216632533173e-13
CD72	2.94979140413617	2.10719833585004	182.380722678197	2.43398647328432e-15	2.62353791671475e-13
ENO2	2.43758350585126	6.94061659081738	179.612739499814	2.43998116380376e-15	2.62353791671475e-13
RGS11	3.10546585139273	0.489298289969906	135.151882923165	2.56393730076956e-15	2.73891769707533e-13
BLCAP	1.30922282034509	7.23356473340931	178.637215487514	2.64163574083364e-15	2.80371287564221e-13
TCEA2	1.42715359881577	4.98584846776967	178.343333691385	2.70809103831495e-15	2.85582087636661e-13
CACNA1F	3.15356274097085	1.32423606178201	150.616042522827	3.37545964902174e-15	3.53692271885712e-13
OBSCN-AS1	2.38298784942268	0.924141458798299	177.199428528215	3.57137974811566e-15	3.71852963520574e-13
CYCS	-1.81716115280245	6.5893503638119	174.445330904909	3.74313086501195e-15	3.87284565159193e-13
ACSF2	1.34237683362229	4.78993788986003	174.171945571896	3.83219285850833e-15	3.93095725564924e-13
THBS3	1.83398135486169	4.83071871290562	174.129666185903	3.84708600182072e-15	3.93095725564924e-13
MST1	1.9506590619782	4.78310931919139	174.032781492338	3.87858964565454e-15	3.93868384325079e-13
LRP1	1.89954996736355	5.26053593749251	172.912527784205	4.26350772383074e-15	4.30300402237666e-13
LRRC29	1.6883520477313	1.15630774751803	173.516622363711	4.4245304117859e-15	4.4382896222128e-13
TNFRSF14-AS1	2.43133474009862	3.05739532152245	171.817634089488	4.59425868845526e-15	4.58061513235015e-13
LINC01219	3.98903255526784	-0.221987812655145	146.878038121847	5.00257466699202e-15	4.95767203895697e-13
SERPINF1	2.84014174204553	4.16393312912338	170.649200126539	5.3568523998158e-15	5.27698076822574e-13
SCIRT	2.5546568858946	1.01856768518738	166.89980731607	5.87949832098196e-15	5.75735874276633e-13
LPIN3	1.64498238581189	5.19770033429281	169.011938084605	5.94380155009168e-15	5.78588634914546e-13
PPP1R13L	1.49149887310825	5.76864554938896	168.933019362637	5.9823623728691e-15	5.78916725859233e-13
CD27-AS1	1.48714812918374	3.17264111303404	167.89906026559	6.56563011371803e-15	6.31644333337867e-13
ACBD4	1.18375002133528	4.0329636953555	167.483302093207	6.78838725232774e-15	6.49277666790951e-13
RHEBL1	2.41914027260152	2.52401876006605	157.041713319613	6.90364412633738e-15	6.56484679320094e-13
CCDC183	2.62087886023917	2.47334369371682	168.333126927348	7.14785678894289e-15	6.75801103648847e-13
FAXDC2	2.43723196487	3.10888199964171	166.602257551395	7.63141571675497e-15	7.17396685464778e-13
ADAMTS13	1.81583454858062	3.11383502400519	166.073943750969	7.70864115845303e-15	7.20538952827902e-13
CFP	1.75622180859964	2.33020890716192	165.789933755758	7.77441558924694e-15	7.21058806214056e-13
ING4	1.25434089170619	4.44436950826117	165.883146556862	7.80186417276165e-15	7.21058806214056e-13
HTR6	2.78702620758788	-0.738777369586463	121.25353391542	8.14792448557809e-15	7.4883522744271e-13
LYRM9	1.31168953598338	3.51267655699658	165.222473896776	8.28025385887904e-15	7.56769201291218e-13
DENND1C	1.85539490227264	2.61609461895879	165.27009960915	8.3386034356858e-15	7.57891520002581e-13
LINC01829	2.07759849529716	2.08723889168426	165.117924586457	8.59383887477375e-15	7.76798040268697e-13
RP11-236L14.2	3.73746807429371	-0.890735311102872	121.007798226312	8.70934863745878e-15	7.82937128059205e-13
ABC14-1188822O7.1	3.27238913971497	3.28140761749204	162.876889118141	9.12101803049763e-15	8.1548841097672e-13
CDV3	-1.16029409576708	6.97651679544239	163.886157700479	9.29432931152633e-15	8.22561780430634e-13
RP11-394B2.6	2.65902733132081	0.361862309125415	129.33076429084	9.30013319312492e-15	8.22561780430634e-13
CHRD	2.5696901709848	1.02410449777173	164.832775473553	9.86413599031124e-15	8.67780220195776e-13
PLAC8	2.10765573063148	4.1235885701304	161.19435434568	1.03872786711141e-14	9.04817506155138e-13
CRIP3	2.6452469033793	0.134704046940064	128.245487274158	1.03951436790056e-14	9.04817506155138e-13
NTN5	2.5817218186803	0.756551269805704	154.64494244495	1.04734477886633e-14	9.06835208270001e-13
CNN1	2.24506428657737	1.53259454302275	137.678243131522	1.0608935961478e-14	9.13757096870545e-13
CPXM2	2.06653148109196	4.56913254872231	162.228497502647	1.08323832017608e-14	9.28143416938367e-13
COL6A1	1.58223316997775	7.47294267729775	161.949148261175	1.10407450540016e-14	9.3702068277079e-13
C21orf58	1.43433171756272	6.45181079237004	161.939854592585	1.10499065380544e-14	9.3702068277079e-13
ECHDC1	-0.820373953041995	5.42256952816894	160.705854822624	1.23424888206296e-14	1.04126299275988e-12
DPP7	1.45160333498885	6.08102304479092	160.602193061009	1.24574822672137e-14	1.045602248867e-12
TNFRSF13C	2.7046614747865	2.82851502678454	160.570655047929	1.28799124414025e-14	1.07557075925641e-12
ANKZF1	1.44357845963447	6.54537035032546	160.010525316163	1.31383975173804e-14	1.09161503817386e-12
CDHR2	2.21465208445552	-0.31882954094249	130.679121218328	1.32848469381056e-14	1.098236266225e-12
KMT5C	1.56684020909373	5.29720895186659	159.819606844568	1.33730554084852e-14	1.10000067262495e-12
RP11-155G14.6	2.56543978156818	1.5968464817925	161.372182089929	1.3687790453957e-14	1.12028776496541e-12
MAJIN	1.88380116072289	0.541957167339476	135.543424749511	1.51730855047721e-14	1.23238812503225e-12
DDX59-AS1	2.44707766608852	-0.875057918157284	109.1781982651	1.52072694293081e-14	1.23238812503225e-12
FAM98A	-1.32028805320352	5.22708896494979	158.234268353521	1.54384208704156e-14	1.24364254509364e-12
ANKRD37	2.77451320808879	4.83098035073563	158.359667641593	1.54973388696247e-14	1.24364254509364e-12
RP1-153G14.4	2.6300987806911	-0.542274856834653	106.16882024404	1.57517426728824e-14	1.25606378778627e-12
CA11	1.70349151437507	1.06319160479398	159.387056207591	1.58048267018271e-14	1.25606378778627e-12
SIGLEC15	1.77687763014394	5.14144804362969	157.763445668488	1.6119621595488e-14	1.27492257147776e-12
SLC22A18	1.67009423659957	4.30410431676707	157.575137376108	1.64113006203296e-14	1.29178137083752e-12
GNG7	2.29055203446386	0.109485573383828	133.138277386698	1.66767423597901e-14	1.30642423124241e-12
RPL10P19	2.66590662757539	1.24988766976614	159.205858102496	1.67903561982277e-14	1.30909075742675e-12
MMP17	2.0951459004184	0.405737903122572	149.577501528698	1.82328420177109e-14	1.40609213006157e-12
ZNF552	-0.941580452797325	3.30252475237	156.427211090311	1.82522058034839e-14	1.40609213006157e-12
SLC27A1	1.28549735093077	5.61384478760211	156.377863060024	1.82909072903274e-14	1.40609213006157e-12
POU6F1	2.37009214372093	1.23146815796309	158.551416213715	1.88390047713129e-14	1.44149054647846e-12
CCNYL1	-1.47366088695515	4.16028438568574	155.958572642361	1.90320264022126e-14	1.44951789973518e-12
CABIN1	0.918073965148497	7.55019150405005	155.602248924862	1.96433984993303e-14	1.48918686042619e-12
EEF1A2	2.05292129893197	2.52154544474353	155.800291669424	2.09702946378824e-14	1.57756869956548e-12
WBP1	1.15673907403282	6.58404406231773	154.879663072561	2.10010057263899e-14	1.57756869956548e-12
CACNA2D3	1.6623578119152	0.182629669421278	136.123987358769	2.15929924572302e-14	1.61466508597225e-12
HES5	3.03624795965562	-0.00246055159399023	124.364301999209	2.21588004830783e-14	1.64947704410462e-12
STRAP	-1.14484334453609	6.81674274827908	153.977975264525	2.2835462285031e-14	1.69219004527498e-12
PCSK4	2.15444859253295	3.9468759474697	153.647631083552	2.36177481785342e-14	1.73845167272327e-12
CCL15	2.3698753190034	0.857771785299949	131.116361166741	2.36710944434996e-14	1.73845167272327e-12
RNF208	1.72121893960645	3.83806555314834	153.488885009763	2.3950134035957e-14	1.75112735566902e-12
HDAC4-AS1	1.82543368360914	0.294668399241196	152.320488018625	2.53452992308348e-14	1.83653356950008e-12
FMNL1-DT	2.57318520846123	-0.701326098838024	107.071413955199	2.53610542855979e-14	1.83653356950008e-12
YKT6	-1.05686100934723	6.37994048303459	152.815969281941	2.54531428998857e-14	1.83653356950008e-12
KDM3A	1.17548948889329	6.04665742058609	152.413974830789	2.64312283240486e-14	1.89877789152368e-12
UAP1L1	1.59295338855231	4.2295920056231	152.36959001433	2.65682368406875e-14	1.90032201854848e-12
AQP7	1.99675559859448	1.9200568399641	149.107709139534	2.785072431422e-14	1.98342972161573e-12
BCAN-AS1	2.0861533205309	2.24932401169436	152.496300164628	2.79933955885696e-14	1.98499720184292e-12
P3H3	2.35295230071231	1.9072782367772	150.637006847934	2.94166223123686e-14	2.07696503717071e-12
PROCA1	2.28831135378351	2.63665816806946	150.943822813399	3.09365553002841e-14	2.174945603611e-12
FCN3	3.14282180317699	-0.168641396929295	113.935527181571	3.21354038972354e-14	2.24961501920604e-12
SBDS	-1.13061745699743	5.54567841361444	150.288454666809	3.23103579201937e-14	2.25227838197079e-12
C2CD4C	2.97595858968677	-0.763739387632681	109.617945198222	3.28066513080697e-14	2.27228098656903e-12
PFKFB4	2.23625581824421	5.50875248464538	150.080883494974	3.29743877278805e-14	2.27228098656903e-12
ATP4B	2.94939625359451	3.90855027149618	148.860178992302	3.3011680492979e-14	2.27228098656903e-12
TFF2	3.18527852943068	0.423497215069555	127.015850238079	3.34185050610137e-14	2.2906992781614e-12
RP11-74E22.8	2.36880177507978	0.0714029722728369	133.562182001093	3.50897953207218e-14	2.39527893286802e-12
KB-1440D3.15	2.12302783985233	-0.0370361042319876	141.615224611941	4.06424553123395e-14	2.76284724108801e-12
DUSP8P2	2.65138330812179	-0.851442855573812	100.790535970927	4.12561692461822e-14	2.79302568011911e-12
TMEM91	2.47425309873824	3.33814575406944	147.710719707206	4.17892955077252e-14	2.81752336228519e-12
TBX19	2.04504631712906	2.76645481686451	147.550701312481	4.24216847479012e-14	2.84848626852132e-12
ZNF710-AS1	1.3030095039352	3.23288840593796	147.389419972002	4.28099951060584e-14	2.85704291357317e-12
RP11-345J4.4	1.81037641188858	2.49042318414223	147.779438585401	4.28964561213648e-14	2.85704291357317e-12
DRD4	3.50398595161519	1.45667771365348	135.321761650131	4.31819361822018e-14	2.86445980698952e-12
ORAI3	1.24900665317779	4.48583218582426	147.070430845509	4.39985341824285e-14	2.90690717202864e-12
CTF1	1.54776226541556	2.61377922768769	147.05588614425	4.44332803153261e-14	2.92388757786972e-12
GOLGA8A	1.86036504094633	7.4451908628513	146.826427055876	4.50216847000438e-14	2.95080372510128e-12
HGFAC	2.45158629514104	2.55774648079548	147.3170604251	4.58947435838159e-14	2.99275015603013e-12
CDK18	1.88724280272374	5.76217281908964	146.566450833142	4.61837457429769e-14	2.99275015603013e-12
TTLL6	2.90901819035413	2.00300525717174	134.508397061154	4.62074366076016e-14	2.99275015603013e-12
GPSM1	1.79124669040812	3.21454800782156	146.265607072817	4.77726367249457e-14	3.081990771616e-12
PER1	1.61196674525059	5.48261044256328	146.151718451482	4.80864299892642e-14	3.09011663966166e-12
ESPN	1.46382241539089	6.59361290579285	145.871757385606	4.93956435446725e-14	3.16189778970197e-12
MT3	2.87803324762897	0.564204278360688	127.614538697329	5.03152261595446e-14	3.20827823856848e-12
LINC02298	1.8652592518938	1.6345501550954	145.378088839685	5.39275666264207e-14	3.41446692262657e-12
TNNI3	2.72337204252829	2.99734005138563	145.487850897169	5.39639778665679e-14	3.41446692262657e-12
CCT6A	-1.04749027104656	7.85882861831332	144.768776794221	5.50060742289192e-14	3.46706868635996e-12
LINC00894	2.20250405400715	3.51568904538056	144.606613070998	5.62646026247312e-14	3.5328586938147e-12
CACNB1	2.12156305193633	4.59191547058099	144.339735526583	5.74625715523876e-14	3.59436032170467e-12
IQSEC2	0.928042824129696	4.04504770818079	144.179675933881	5.83327186749216e-14	3.6349680110649e-12
NR1D1	2.1319357134225	3.83121121669337	143.957872700198	5.97412936390745e-14	3.70869442134496e-12
YPEL3	1.6102999691786	6.29888956072468	143.685139886287	6.11910556983956e-14	3.78441374922672e-12
TPM2	2.51307544629623	4.98568667852831	143.558999446538	6.21031679391487e-14	3.82593578259055e-12
CCDC28A	1.41810543445027	4.5176001437004	143.507889016327	6.2327566089251e-14	3.82593578259055e-12
SLC16A11	2.57603425364198	1.24363833476573	135.615263590795	6.35195611814185e-14	3.88461078436995e-12
